"";"Omrade";"Kön";"Ålder";"Sysselsättning";"Utbildningsnivå";"År";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parker...grönområden";"Mångfald.i.bostadsutbudet";"Levandegöra.gemensamma.platser";"Kommunikationer";"Kultur...fritid";"Utbildning";"Omsorg";"Skolan";"Trygghet";"Ekologisk.hållbarhet";"Motsättning.1";"Motsättning.2";"Motsättning.3"
"880";"Brunnby-Vik";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"881";"Norra Bollstanäs";"Kvinna";"35-44";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"Högskola/universitet";"5-9 år";12;0;5;14;7;13;13;7;7;13;7;14;7;7;7;7;14;7;7;14;7;14;7;14;7;14;14;14;14;14;9;9;9;14;6;7;14;12;7;12;14;7;6;7;7;3;14;3;3;3;3;0;3;9;2;14;1;14;10;0;3;6;8
"882";"Frestaby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";7;7;7;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;7;9;7;7;14;14;14;14;14;13;14;13;14;6;7;14;14;7;10;14;14;15;7;7;7;7;7;7;7;0;0;0;7;7;14;12;14;11;0;4;10;6
"883";"Prästgårdsmarken";"Man";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;11;11;11;11;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;11;11;11;11;3;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;9;8;8;8;7;6;9;10;9;7;8;8;8
"884";"Sanda Ängar";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";9;5;8;6;7;8;8;9;7;4;8;8;7;8;8;10;10;6;8;7;9;7;10;8;8;8;8;10;11;11;4;9;10;9;13;15;12;11;14;6;11;11;13;0;7;12;6;8;10;13;8;1;7;5;5;12;10;11;9;6;11;9;8
"885";"Sjukyrkoberget";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"886";"Ekebo";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";5;4;8;4;7;3;5;9;4;11;6;5;7;7;7;4;5;6;8;7;6;5;8;6;7;3;3;3;3;3;5;8;5;7;12;12;2;3;9;3;7;7;13;7;7;7;7;7;7;7;9;7;8;7;3;1;5;1;8;7;5;6;5
"887";"Runby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";7;8;11;10;9;11;10;7;3;9;11;10;9;8;7;10;8;7;9;11;11;10;9;7;8;10;8;9;11;7;8;11;9;10;12;13;11;10;15;5;11;8;2;3;9;9;10;8;11;7;7;10;8;9;7;12;8;12;11;7;5;5;5
"888";"Runby";"Man";"55-64";"Egen företagare";"Högskola/universitet";"10 år eller mer";10;8;6;7;7;9;8;8;5;8;8;6;7;7;7;7;7;7;7;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;12;13;7;7;13;7;8;9;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;9
"889";"Frestaby";"Man";"25-34";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";9;6;7;9;7;8;8;8;7;6;8;7;8;8;7;10;10;10;7;7;13;6;13;6;8;12;6;12;8;7;7;14;7;9;2;15;12;11;13;7;9;8;13;4;7;8;8;7;9;9;3;1;1;2;9;8;8;9;2;2;12;10;10
"890";"Kavallerigatan/Vilundaparken";"Kvinna";"35-44";"Tjänstledig eller föräldraledig";"Högskola/universitet";"0-4 år";11;10;3;10;11;10;10;7;7;7;4;14;9;3;14;11;5;6;4;14;11;4;10;10;4;4;10;5;14;14;0;14;10;6;6;7;14;14;14;4;10;10;12;14;14;0;0;9;8;14;8;3;3;3;2;14;8;14;14;14;4;6;5
"891";"Smedby 3";"Man";"55-64";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";13;9;8;8;8;10;10;7;6;8;5;5;6;6;11;12;13;12;8;14;12;8;9;8;12;8;8;8;8;6;13;14;13;14;5;5;11;7;13;8;11;11;14;6;11;8;11;8;14;14;11;9;11;14;13;3;13;3;14;14;12;12;3
"892";"Vilunda/Korpkulla";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"893";"Smedby 3";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";4;7;7;7;7;7;7;7;7;7;4;7;7;7;7;12;7;7;7;7;13;7;7;7;7;7;7;7;7;7;1;7;7;7;12;2;7;7;13;7;0;7;13;7;7;14;7;7;7;7;4;3;6;0;0;0;0;0;0;0;4;6;5
"894";"Vilunda/Korpkulla";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"895";"Runby";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;8;8;10;7;7;7;7;7;7;7;7;7;7;7;8;8;8;9;10;9;9;9;8;7;9;8;9;13;12;8;9;12;14;5;7;13;11;15;10;13;9;6;6;5;12;8;9;14;11;5;4;4;7;6;13;10;13;9;11;9;7;7
"896";"Vilunda/Korpkulla";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";12;12;12;10;10;8;8;10;6;9;9;6;10;10;11;9;11;9;9;10;11;8;11;9;11;10;9;11;14;12;10;11;14;14;6;7;14;13;6;9;14;11;6;9;7;14;14;14;14;14;3;4;2;7;12;14;14;14;14;14;9;7;9
"897";"Brunnby-Vik";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;3;4;8;10;11;9;7;8;3;8;11;8;2;8;11;9;8;9;4;11;3;8;8;10;11;3;6;10;9;9;8;11;7;12;12;10;11;12;11;10;9;9;7;7;9;8;11;8;8;3;6;3;11;4;6;10;8;11;4;4;12;3
"898";"Odenslunda";"Man";"35-44";"Förvärvsarbetande (anställd)";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";4;6;11;10;7;11;12;10;1;14;7;4;10;12;14;14;8;6;9;10;8;11;10;6;5;12;13;14;14;14;14;12;13;11;6;7;14;14;6;12;14;14;5;1;14;0;8;5;0;7;9;13;8;7;6;11;12;14;14;4;2;2;8
"899";"Prästgårdsmarken";"Man";"45-54";"Egen företagare";"Högskola/universitet";"10 år eller mer";11;6;5;9;8;10;9;3;2;1;13;12;3;4;12;4;11;8;9;7;10;9;11;6;12;12;5;11;14;13;8;14;6;12;5;6;12;14;4;7;8;6;10;14;4;12;3;8;5;14;1;2;3;4;9;14;5;13;6;7;4;9;5
"900";"Brunnby-Vik";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"901";"Eds Glesbygd";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;7;6;9;6;9;9;9;7;6;6;9;8;8;9;10;8;5;9;7;9;6;8;6;9;10;8;10;10;7;7;8;8;8;14;14;10;9;12;7;9;8;14;6;7;6;9;6;7;9;7;5;9;9;8;11;11;11;8;5;11;9;10
"902";"Skälby";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";10;8;10;8;10;10;9;5;8;8;8;10;8;9;9;6;8;8;9;7;10;8;9;8;9;10;9;10;10;10;10;9;10;10;2;3;10;10;3;8;10;9;14;8;7;10;8;8;9;10;3;2;2;3;2;3;3;3;3;2;10;10;10
"903";"Odenslunda";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";14;7;14;9;9;14;14;7;7;7;7;7;7;7;7;7;14;14;7;14;14;14;14;10;10;11;14;14;14;14;14;14;14;10;6;7;14;14;7;14;14;14;6;7;7;14;14;14;14;14;6;7;8;14;11;14;14;14;14;14;9;8;8
"904";"Sjukyrkoberget";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;8;6;11;9;11;10;8;7;3;3;9;7;13;7;8;7;7;10;7;14;8;14;9;11;14;14;9;14;11;7;8;9;10;6;7;14;11;4;7;8;8;1;5;12;8;8;10;13;9;9;2;4;10;12;14;11;14;8;7;11;11;9
"905";"Sigma/Apoteksskogen";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";8;8;7;7;7;11;7;7;7;7;10;4;6;13;6;4;12;14;14;7;9;7;7;7;7;8;1;14;14;14;10;12;11;10;6;4;11;12;10;7;10;12;8;0;0;11;11;11;12;12;1;1;2;3;4;3;7;7;6;1;4;4;7
"906";"Vilunda/Korpkulla";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";11;9;8;8;7;8;10;6;6;3;6;6;8;10;11;9;8;9;7;7;8;8;7;11;9;8;8;8;11;11;11;9;11;8;14;3;11;8;12;6;11;8;14;5;7;8;11;11;10;10;5;4;5;8;8;8;12;9;9;12;4;9;3
"907";"Vilunda/Korpkulla";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";12;8;9;9;12;8;8;11;9;0;10;7;7;7;7;11;14;10;11;14;11;14;8;8;9;14;10;14;14;14;11;11;13;14;2;3;14;14;7;11;14;14;6;6;10;12;14;14;11;14;7;7;7;14;7;8;12;14;10;14;4;2;2
"908";"Dragonvägen";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";8;13;12;12;7;13;12;9;7;7;11;12;12;13;13;13;13;13;13;12;10;7;7;7;7;14;11;13;14;12;8;13;8;14;6;7;14;13;14;7;14;8;6;8;7;8;9;8;14;14;11;13;12;9;10;12;8;13;11;11;8;5;3
"909";"Sigma/Apoteksskogen";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";7;7;7;9;9;10;9;6;6;5;6;6;8;8;9;8;9;8;8;8;9;8;8;8;8;9;7;9;9;9;8;9;8;9;3;3;7;9;13;7;8;9;14;7;7;8;8;8;10;8;2;3;1;1;1;2;6;4;2;1;10;7;7
"910";"Norra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;10;10;10;10;9;9;8;4;7;9;9;9;9;9;10;10;10;10;10;11;9;11;11;7;11;11;11;11;11;10;10;10;10;3;4;11;11;4;11;11;11;3;8;8;10;10;10;10;10;4;4;4;9;12;12;12;12;12;4;4;12;4
"911";"Södra Prästgårdsmarken";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;7;0;12;14;14;14;0;14;0;0;7;14;14;14;14;7;14;14;14;10;7;7;7;7;14;0;14;14;12;7;7;7;7;6;7;14;14;13;7;14;14;6;7;7;14;14;14;14;14;8;8;8;14;1;14;8;14;8;14;4;4;2
"912";"Brunnby-Vik";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";14;9;11;10;11;10;8;10;7;7;7;7;7;7;7;9;9;10;9;14;8;14;14;8;14;14;14;12;14;14;9;14;9;9;6;7;14;14;4;4;14;8;13;7;7;7;7;11;7;10;12;3;3;3;14;14;1;14;12;7;8;10;12
"913";"Sjukyrkoberget";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;7;7;8;10;13;9;7;7;0;12;7;7;9;11;7;12;8;9;8;10;7;8;6;11;12;9;11;14;14;9;8;14;10;4;5;14;13;13;8;10;12;14;9;5;9;8;7;11;10;3;1;0;9;4;12;14;13;10;5;4;9;6
"914";"Odenslunda";"Vill ej uppge";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";0;11;14;9;9;3;14;14;0;14;0;2;12;13;14;12;13;0;11;1;1;13;14;0;0;13;9;13;14;14;14;9;13;8;1;1;11;9;14;10;10;13;1;14;14;14;0;14;14;7;5;13;9;12;8;10;11;7;14;6;2;2;8
"915";"Prästgårdsmarken";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;11;0;11;14;4;11;5;9;0;4;3;0;12;14;12;14;6;8;14;11;8;14;9;8;14;9;14;11;12;10;9;12;8;12;15;10;9;4;6;8;7;2;7;12;14;13;14;13;14;14;4;6;13;10;10;14;10;8;14;4;4;2
"916";"Norra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";8;8;8;6;6;7;7;7;7;7;7;14;8;8;11;6;6;6;6;14;0;0;0;0;0;14;14;7;14;14;8;9;9;9;4;5;8;8;14;1;7;7;13;7;7;0;0;0;0;0;1;2;1;1;1;14;7;14;1;0;8;3;4
"917";"Ekeby/Sköldnora";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";3;11;0;8;5;4;6;0;2;8;2;5;9;0;7;0;9;1;6;2;1;4;11;5;8;11;3;5;1;0;4;2;0;9;12;9;0;1;10;9;0;5;9;1;2;7;0;1;3;5;3;1;3;0;6;5;2;5;6;10;4;7;12
"918";"Fresta glesbygd";"Kvinna";"25-34";"Tjänstledig eller föräldraledig";"Annan eftergymnasial utbildning";"5-9 år";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"919";"Brunnby-Vik";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";9;7;7;7;7;8;9;9;8;7;9;6;10;9;14;10;10;9;10;9;10;9;9;11;11;8;12;13;14;12;12;11;12;13;3;7;14;12;6;12;7;7;13;7;7;14;12;14;14;14;9;8;7;8;8;11;11;9;12;6;10;8;7
"920";"Prästgårdsmarken";"Man";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";12;13;2;12;11;12;12;7;7;7;3;7;6;12;7;10;13;7;7;7;12;6;12;12;7;12;12;12;12;7;13;11;14;7;12;13;7;7;13;7;13;14;6;7;7;13;7;7;7;7;13;3;1;12;2;5;13;13;14;0;11;12;8
"921";"Norra Nordanvägen";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";10;4;6;9;7;6;7;7;7;7;10;9;6;9;7;8;11;6;11;7;10;8;10;5;3;11;11;11;11;11;4;8;8;6;12;14;11;11;4;7;6;9;14;5;7;6;9;8;9;7;1;1;3;10;2;14;8;14;4;0;11;8;7
"922";"Brunnby-Vik";"Man";"65+";"Egen företagare";"Högskola/universitet";"10 år eller mer";5;9;9;10;6;10;10;5;8;11;10;9;9;9;11;11;8;10;8;7;9;6;8;9;8;9;10;10;11;11;5;9;9;8;14;15;9;9;15;7;10;8;14;9;9;10;8;8;8;8;1;4;1;4;1;4;3;4;3;2;6;7;5
"923";"Vilunda/Korpkulla";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;8;8;14;9;10;10;8;6;3;2;5;11;9;10;9;9;11;7;7;12;8;8;9;10;11;7;10;14;14;10;7;13;11;14;14;14;10;15;14;14;9;15;7;7;11;9;13;11;13;4;6;4;6;4;7;7;7;8;10;4;8;12
"924";"Frestaby";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";0;9;14;9;6;4;10;11;0;14;9;2;14;10;7;12;1;2;9;14;14;9;13;8;7;14;14;14;14;14;4;12;5;14;11;12;9;10;14;1;12;14;10;0;10;7;7;7;7;7;2;4;6;12;10;14;7;14;14;0;2;2;11
"925";"Vilunda/Korpkulla";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;4;3;5;11;12;9;2;0;4;0;9;14;10;11;10;13;4;9;12;13;12;4;8;11;11;10;9;14;12;8;9;12;9;11;14;9;12;12;10;14;3;5;2;0;9;10;11;8;7;3;4;2;13;7;9;8;5;14;6;9;5;6
"926";"Skälby";"Man";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";10;8;9;9;7;10;11;8;8;11;7;7;7;7;7;8;8;7;7;7;8;8;7;7;7;9;8;8;8;9;10;10;10;10;2;14;8;8;14;10;10;10;2;7;8;9;8;8;8;8;1;2;2;1;1;5;2;1;2;0;12;8;8
"927";"Vilunda/Korpkulla";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";0;0;0;14;14;7;7;7;14;14;7;14;7;7;14;14;14;14;14;14;11;2;14;2;2;7;7;7;7;7;13;7;14;7;12;13;7;7;13;7;14;14;6;7;0;13;14;7;7;14;9;0;0;12;0;0;14;10;14;0;2;8;9
"928";"Fresta glesbygd";"Man";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";0;3;14;6;13;10;3;11;0;14;14;5;4;3;0;11;14;5;12;13;12;0;13;0;5;9;11;6;14;5;4;11;6;8;6;7;12;11;6;3;11;14;14;5;0;10;5;12;14;13;10;11;8;13;5;7;12;12;14;9;2;2;4
"929";"Runby Backar/Lövsta";"Man";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;8;4;9;5;7;7;7;7;7;7;6;0;9;9;7;7;7;7;7;10;6;8;10;10;9;5;9;8;9;7;7;7;7;12;12;9;9;15;7;8;7;2;7;9;5;7;10;10;10;2;6;1;5;4;9;8;7;3;14;5;8;10
"930";"Ekebo";"Man";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";11;11;7;7;7;9;8;6;3;7;5;3;11;7;11;8;8;9;6;11;11;5;8;9;5;5;10;9;10;10;7;7;7;7;12;13;7;7;13;7;9;10;2;11;9;9;10;8;5;10;12;4;7;12;10;11;9;11;12;3;11;11;6
"931";"Sanda Ängar";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";10;9;8;8;8;8;7;7;7;7;7;7;7;7;7;8;8;7;7;10;10;4;9;7;10;7;5;9;13;13;8;10;10;8;5;4;9;8;13;7;8;10;2;5;7;9;9;11;12;12;1;4;4;8;7;14;13;14;14;13;8;8;10
"932";"Carlslund/Brunnby Park";"Man";"15-24";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;9;5;7;6;7;7;7;8;7;7;7;5;3;6;7;7;5;7;5;8;5;9;5;7;7;4;9;7;7;9;8;7;5;11;13;8;9;1;3;10;8;10;7;4;8;9;11;7;10;13;1;2;3;12;7;8;9;9;14;4;4;8
"933";"Brunnby-Vik";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";6;10;8;12;9;10;11;8;2;8;7;3;9;11;13;8;9;3;10;4;12;8;10;7;11;11;12;8;13;9;8;14;9;13;4;6;10;14;14;7;13;7;13;7;7;10;7;14;12;11;6;2;1;10;9;11;11;14;13;7;6;6;5
"934";"Vilunda/Korpkulla";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";5;6;8;9;7;7;8;9;10;9;4;6;9;7;7;5;8;6;8;7;7;4;9;8;7;10;6;9;14;13;7;8;7;7;2;4;12;10;12;7;10;12;15;4;8;6;10;5;9;7;9;4;3;8;6;11;10;12;7;5;7;4;4
"935";"Smedby 3";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";9;9;14;9;9;5;7;14;12;13;4;12;11;14;11;14;8;8;9;12;14;8;12;8;6;14;8;14;10;10;9;9;7;7;12;13;8;8;15;9;14;14;6;3;12;4;4;1;6;14;14;1;5;13;10;6;3;7;12;0;5;5;7
"936";"Frestaby";"Kvinna";"25-34";"Student";"Högskola/universitet";"10 år eller mer";5;6;8;8;8;9;7;7;7;7;7;8;7;7;7;11;12;6;6;9;11;9;7;7;10;9;4;9;14;7;9;11;9;11;4;7;14;11;10;10;10;14;14;4;7;7;7;7;7;7;5;4;3;6;9;10;11;14;9;0;5;5;11
"937";"Runby";"Man";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";9;8;6;8;6;8;8;8;8;6;7;8;8;11;11;10;9;7;8;7;13;9;7;7;9;14;8;14;14;14;9;13;10;13;13;15;12;13;14;7;11;13;14;4;8;13;9;12;14;14;9;9;10;8;11;12;10;12;9;10;11;8;3
"938";"Hasselbacken";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;4;11;11;7;7;11;10;6;6;3;10;4;5;10;7;11;9;9;11;11;7;10;8;7;10;6;9;9;9;7;7;11;7;12;12;12;11;13;7;10;10;2;8;8;7;7;7;7;7;2;6;3;7;3;8;8;8;1;1;11;8;6
"939";"Brunnby-Vik";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";4;9;11;11;7;8;11;0;6;0;6;11;10;8;12;8;12;6;6;14;11;9;5;4;12;6;14;14;14;14;6;14;14;14;6;7;14;14;14;0;14;12;12;1;5;9;8;10;11;14;1;5;2;12;8;14;10;14;13;4;8;2;3
"940";"Odenslunda";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";12;13;11;11;7;14;14;11;6;0;4;5;11;14;10;6;11;7;14;8;14;6;14;9;14;8;8;14;9;10;9;14;12;14;6;7;14;14;7;7;10;10;14;0;0;14;14;14;14;14;1;3;9;5;9;14;6;14;7;12;4;9;2
"941";"Vilunda/Korpkulla";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";6;14;6;14;14;0;13;9;6;0;1;10;6;11;7;9;14;12;14;12;11;10;8;12;13;14;11;14;14;14;10;10;14;14;6;7;14;14;7;9;14;14;6;8;9;11;14;14;14;14;14;11;14;14;8;14;14;14;14;14;4;4;2
"942";"Odenslunda";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";8;8;7;8;8;7;7;7;5;3;5;7;7;7;7;7;8;6;7;7;13;7;9;7;10;14;14;14;14;14;8;14;8;14;6;7;14;14;13;11;14;9;13;7;0;14;14;14;14;14;6;5;5;8;14;14;14;14;9;11;4;4;8
"943";"Odenslunda";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;11;8;11;8;11;8;5;6;11;3;8;6;6;11;8;8;9;8;7;8;4;8;7;7;8;8;8;9;10;5;8;8;8;12;14;9;9;15;9;8;9;14;6;6;8;8;8;10;8;2;1;1;1;2;7;9;13;2;5;8;10;3
"944";"Runby";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;8;5;9;8;6;8;8;7;7;9;9;9;9;8;10;7;7;7;7;9;9;7;6;7;14;5;14;14;14;7;8;14;14;6;6;13;11;14;7;13;12;4;7;7;13;9;13;11;10;6;2;4;3;2;14;6;14;14;8;11;12;12
"945";"Sjukyrkoberget";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";11;9;6;7;8;8;8;10;10;7;8;6;8;7;7;9;9;9;8;7;9;8;7;7;7;10;8;8;11;7;6;9;8;8;3;5;8;7;13;7;10;8;3;6;5;9;8;9;11;8;4;6;6;11;5;12;11;12;7;5;12;8;6
"946";"Smedby 2";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";12;3;12;8;9;14;14;1;8;5;6;0;8;8;14;13;9;14;6;14;14;4;9;5;14;14;4;13;12;11;11;14;12;14;5;6;14;12;14;14;14;8;14;0;4;14;6;14;13;12;2;10;1;9;8;14;14;14;12;13;9;7;9
"947";"Carlslund/Brunnby Park";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";11;6;3;11;11;11;10;3;11;8;3;4;3;11;11;9;11;7;10;12;9;4;11;5;3;3;9;11;14;13;7;8;12;10;5;6;12;9;7;7;14;8;4;13;10;6;8;9;10;12;10;5;6;8;7;14;11;13;12;9;12;2;3
"948";"Hasselbacken";"Man";"55-64";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";12;4;4;11;11;10;10;3;11;3;10;5;5;10;10;6;8;10;8;10;7;7;7;7;7;7;7;7;7;7;8;8;11;8;3;4;10;9;4;8;8;9;2;6;9;5;9;8;11;12;8;2;1;8;1;4;6;8;2;11;4;9;6
"949";"Odenslunda";"Man";"55-64";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";11;8;3;8;7;11;8;10;9;4;8;5;7;8;8;7;7;7;7;7;11;7;7;7;7;10;8;8;10;10;7;8;10;8;13;3;9;7;13;7;7;11;13;7;7;9;11;8;11;11;10;5;5;5;7;6;7;7;9;5;4;4;8
"950";"Norra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";9;6;6;8;8;14;10;8;0;6;8;8;8;8;9;4;9;7;7;7;9;9;9;9;9;8;9;8;14;14;11;14;11;9;14;3;14;14;3;10;9;9;12;9;8;14;9;11;11;14;2;3;4;3;7;13;12;13;8;11;11;11;11
