"Area";"Gender";"Age";"Occupation";"Education level";"Year";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parks and green areas";"Diversity in housing supply";"Invest in public areas";"Communications";"Culture and leisure";"Education";"Care";"School";"Safety";"Ecological sustainability";"Disagreement 1";"Disagreement 2";"Disagreement 3"
"Frestaby";"Man";"55-64";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";11;9;8;10;7;9;10;9;7;4;7;7;7;7;7;8;9;7;7;7;7;5;8;9;10;9;6;9;14;13;9;8;11;12;11;11;12;11;8;11;11;10;8;10;6;7;8;7;10;11;6;5;4;7;5;12;12;12;12;8;8;7;7
"Runby";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";10;10;7;7;7;8;6;6;6;5;4;3;9;5;7;10;10;9;5;7;11;7;10;9;9;8;9;7;10;7;2;5;3;6;5;4;4;1;3;2;4;5;6;6;6;5;6;4;6;5;5;6;5;4;5;4;6;8;5;6;7;6;4
"Runby";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Norra Bollstanäs";"Woman";"55-64";"Employee";"College/University";"5-9 years";14;10;10;10;11;10;10;8;6;12;11;9;7;7;7;7;9;12;9;14;9;8;8;8;9;10;10;10;12;12;7;7;7;7;7;7;7;7;7;7;14;14;11;7;7;10;11;11;11;12;9;6;6;14;9;11;11;11;11;11;5;5;4
"Sigma/Apoteksskogen";"Woman";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";11;11;11;11;11;11;11;7;7;7;8;8;8;8;11;9;11;11;11;7;11;11;8;11;10;11;11;11;11;11;11;11;11;11;11;11;11;11;9;11;11;11;11;7;7;8;11;8;11;8;6;11;6;10;6;7;9;9;12;7;10;8;5
"Grimstaby";"Man";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Messingen/Optimus";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";11;11;3;7;7;10;9;3;5;7;4;6;6;8;10;8;9;8;10;7;9;8;6;8;10;8;8;9;11;11;9;8;11;6;9;8;11;11;6;8;9;9;10;8;6;9;6;9;11;10;4;2;1;3;2;7;7;7;2;3;10;3;4
"Frestaby";"Woman";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Folkparksområdet";"Woman";"35-44";"Self-employed";"College/University";"10 or more years";14;9;5;14;8;11;11;11;7;0;9;13;6;7;7;14;6;14;9;10;12;4;8;9;14;14;9;12;14;7;10;11;9;14;14;14;8;8;8;7;14;8;14;14;0;13;13;8;14;14;3;1;6;10;14;9;12;14;12;14;10;10;5
"Sanda Ängar";"Man";"25-34";"Employee";"Elementary school or equivalent compulsory school";"0-4 years";7;13;14;11;10;10;13;12;4;14;7;7;7;13;7;14;9;7;8;8;10;8;8;11;9;12;12;12;14;14;11;12;10;14;14;14;14;12;12;8;13;11;10;5;12;11;11;11;9;14;7;4;8;10;7;13;11;14;12;7;1;3;8
"Södra Prästgårdsmarken";"Woman";"35-44";"Employee";"College/University";"10 or more years";9;5;8;11;7;8;8;8;6;8;5;8;5;8;11;6;9;6;8;9;11;5;11;11;7;9;10;11;11;11;6;10;8;10;11;11;11;11;11;11;11;11;11;11;11;8;8;9;11;7;4;1;2;5;7;12;11;12;12;10;6;4;3
"Runby";"Man";"35-44";"Student";"Other post-secondary education";"10 or more years";11;11;8;14;14;14;14;14;3;14;14;9;8;11;14;10;14;14;14;14;14;14;14;14;14;14;13;14;14;14;13;14;14;14;14;14;14;14;12;13;14;10;13;13;14;9;9;13;14;14;13;12;12;14;12;14;12;14;14;14;5;5;5
"Carlslund/Brunnby Park";"Man";"15-24";"Student";"High school, Nordic folk high school, or equivalent";"10 or more years";7;7;7;7;7;14;14;10;6;10;8;13;12;11;11;11;11;11;11;11;13;12;13;6;10;6;8;8;8;9;9;9;8;9;7;7;7;7;7;7;10;7;10;6;14;14;8;10;10;14;14;13;12;13;13;14;13;14;14;14;5;5;5
"Vilunda/Korpkulla";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Sjukyrkoberget";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";14;8;9;9;10;6;10;8;8;0;3;2;12;13;14;2;3;5;4;14;8;1;10;6;14;14;5;14;11;11;9;10;14;8;14;14;13;10;14;8;8;13;8;5;6;10;11;8;9;11;6;3;2;10;5;9;11;12;14;13;10;1;0
"Folkparksområdet";"Man";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;0;0;0;0;0;0;0;0;0;6;6;6
"Carlslund/Brunnby Park";"Man";"15-24";"Employee";"College/University";"0-4 years";9;4;6;9;7;5;10;3;4;8;9;4;9;4;9;9;8;9;5;9;8;5;5;10;7;4;10;9;9;11;8;8;9;6;7;6;9;8;12;7;6;9;6;4;6;8;10;8;11;9;5;4;5;12;6;8;6;6;10;5;3;3;7
"Carlslund/Brunnby Park";"Woman";"35-44";"Student";"College/University";"10 or more years";11;11;4;11;4;8;11;4;8;3;8;8;8;8;3;7;7;7;7;7;13;13;13;13;13;11;8;11;11;11;12;12;12;12;12;14;14;8;8;8;8;11;12;10;6;14;14;14;14;14;14;3;10;9;14;14;14;14;14;14;10;2;2
"Runby";"Woman";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";12;14;4;12;5;9;14;4;6;0;6;10;14;14;8;9;8;5;10;14;7;14;6;11;14;11;9;14;14;14;14;14;10;9;14;14;12;14;5;8;14;8;9;7;7;14;10;14;14;14;6;5;9;14;13;3;9;4;10;14;10;2;3
"Norra Bollstanäs";"Woman";"35-44";"Employee";"College/University";"0-4 years";9;4;3;11;11;10;10;6;5;5;7;7;7;7;7;7;10;3;3;14;7;7;7;7;7;11;6;14;14;5;3;14;7;14;14;11;14;14;11;5;9;9;9;11;3;11;11;12;14;11;1;2;3;14;6;14;14;14;14;12;10;7;6
"Runby";"Woman";"55-64";"Employee";"College/University";"5-9 years";11;9;10;11;14;9;11;8;8;8;6;8;10;11;9;13;13;8;9;8;8;9;8;8;8;6;8;9;13;14;10;11;9;8;10;10;13;9;8;7;9;8;9;6;7;7;7;7;7;7;4;1;1;7;7;9;9;10;4;9;9;5;5
"Skälby";"Man";"55-64";"Employee";"College/University";"5-9 years";10;9;9;9;9;11;9;8;8;7;8;8;6;9;9;10;10;10;10;10;10;8;11;6;7;8;9;9;10;10;9;10;10;6;10;10;11;11;8;10;9;11;9;10;8;11;11;11;6;11;5;4;3;2;2;6;7;7;7;7;9;9;1
"Prästgårdsmarken";"Man";"25-34";"Employee";"Other post-secondary education";"5-9 years";14;8;1;8;5;6;8;8;6;2;9;4;5;9;14;4;6;6;13;6;9;8;14;9;6;8;11;14;14;14;11;11;13;9;14;14;14;14;0;11;6;8;9;6;8;14;9;14;14;14;14;1;3;3;4;14;12;13;2;14;10;10;3
"Norra Bollstanäs";"Woman";"45-54";"Employee";"College/University";"5-9 years";14;8;8;8;14;14;14;8;8;0;14;14;8;9;14;14;14;8;14;14;6;9;6;9;6;14;7;7;14;14;5;5;14;14;14;14;14;7;7;7;11;7;7;7;0;7;7;8;4;14;5;4;0;14;0;14;14;14;2;0;10;7;2
"Vilunda/Korpkulla";"Man";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";9;10;5;10;6;9;9;8;9;6;6;10;9;9;8;8;9;5;6;8;10;5;10;6;6;9;9;9;9;8;6;9;7;8;8;9;9;9;9;8;8;9;9;5;7;6;8;5;4;8;3;0;2;0;0;3;0;3;1;0;8;5;2
"Vilunda/Korpkulla";"Man";"65+";"Senior citizen";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Runby";"Woman";"45-54";"Employee";"College/University";"5-9 years";11;11;3;11;10;8;8;6;8;6;6;6;7;7;7;6;9;8;7;7;9;7;9;7;7;10;6;10;10;10;6;8;8;7;7;8;9;9;7;7;9;8;7;7;7;8;8;8;7;7;6;3;1;6;5;9;4;10;6;5;10;10;5
"Södra Bollstanäs";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;8;10;9;7;9;8;10;4;11;5;9;8;8;9;7;8;9;6;10;8;6;7;4;5;10;6;8;10;8;8;8;8;6;8;8;9;8;7;9;10;9;9;6;4;8;9;6;5;8;11;8;9;12;10;11;10;11;12;4;1;4;1
"Sjukyrkoberget";"Man";"65+";"Employee";"College/University";"5-9 years";12;8;9;8;8;9;8;6;6;8;4;5;7;8;9;10;10;7;9;9;10;4;10;8;11;9;10;10;13;13;9;8;11;11;11;12;12;12;8;8;11;8;9;7;6;9;11;11;9;13;1;2;2;11;8;11;12;12;13;11;6;4;4
"Brunnby-Vik";"Woman";"25-34";"Employee";"College/University";"5-9 years";14;7;14;9;8;8;8;14;2;7;8;9;7;7;7;14;14;14;14;14;7;7;7;0;7;10;12;11;14;13;6;6;12;12;8;8;9;14;7;10;14;14;12;7;7;14;7;14;14;14;2;2;2;14;2;14;8;14;14;14;10;0;5
"Runby";"Woman";"45-54";"Employee";"Doctorate";"0-4 years";11;6;6;11;11;12;12;12;3;7;7;7;7;7;7;8;8;8;8;11;9;5;8;8;9;8;8;9;13;11;8;9;9;8;9;10;13;13;12;10;14;8;13;7;7;8;14;8;8;12;1;2;3;13;4;7;10;14;8;9;8;5;1
"Brunnby-Vik";"Woman";"45-54";"Employee";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Norra Bollstanäs";"Woman";"35-44";"Job-seeker";"College/University";"10 or more years";12;0;5;14;7;13;13;7;7;13;7;14;7;7;7;7;14;7;7;14;7;14;7;14;7;14;14;14;14;14;9;9;9;14;14;14;14;12;14;12;14;7;14;7;7;3;14;3;3;3;3;0;3;9;2;14;1;14;10;0;1;3;5
"Frestaby";"Man";"45-54";"Employee";"College/University";"5-9 years";7;7;7;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;7;9;7;7;14;14;14;14;14;13;14;13;14;14;14;14;14;14;10;14;14;9;7;7;7;7;7;7;7;0;0;0;7;7;14;12;14;11;0;10;7;3
"Prästgårdsmarken";"Man";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";13;11;11;11;11;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;11;11;11;11;11;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9;8;8;8;7;6;9;10;9;7;5;5;5
"Sanda Ängar";"Woman";"35-44";"Employee";"College/University";"0-4 years";9;5;8;6;7;8;8;9;7;4;8;8;7;8;8;10;10;6;8;7;9;7;10;8;8;8;8;10;11;11;4;9;10;9;8;9;12;11;8;6;11;11;7;0;7;12;6;8;10;13;8;1;7;5;5;12;10;11;9;6;8;6;5
"Sjukyrkoberget";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Ekebo";"Woman";"35-44";"Employee";"College/University";"0-4 years";5;4;8;4;7;3;5;9;4;11;6;5;7;7;7;4;5;6;8;7;6;5;8;6;7;3;3;3;3;3;5;8;5;7;7;6;2;3;3;3;7;7;7;7;7;7;7;7;7;7;9;7;8;7;3;1;5;1;8;7;2;3;2
"Runby";"Man";"45-54";"Employee";"College/University";"5-9 years";7;8;11;10;9;11;10;7;3;9;11;10;9;8;7;10;8;7;9;11;11;10;9;7;8;10;8;9;11;7;8;11;9;10;7;7;11;10;9;5;11;8;10;3;9;9;10;8;11;7;7;10;8;9;7;12;8;12;11;7;2;2;2
"Runby";"Man";"55-64";"Self-employed";"College/University";"5-9 years";10;8;6;7;7;9;8;8;5;8;8;6;7;7;7;7;7;7;7;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;9;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;6
"Frestaby";"Man";"25-34";"Self-employed";"High school, Nordic folk high school, or equivalent";"0-4 years";9;6;7;9;7;8;8;8;7;6;8;7;8;8;7;10;10;10;7;7;13;6;13;6;8;12;6;12;8;7;7;14;7;9;10;9;12;11;7;7;9;8;7;4;7;8;8;7;9;9;3;1;1;2;9;8;8;9;2;2;9;7;7
"Kavallerigatan/Vilundaparken";"Woman";"35-44";"Leave of absence";"College/University";"0-4 years";11;10;3;10;11;10;10;7;7;7;4;14;9;3;14;11;5;6;4;14;11;4;10;10;4;4;10;5;14;14;0;14;10;6;14;14;14;14;8;4;10;10;6;14;14;0;0;9;8;14;8;3;3;3;2;14;8;14;14;14;10;3;2
"Smedby 3";"Man";"55-64";"Employee";"Other post-secondary education";"5-9 years";13;9;8;8;8;10;10;7;6;8;5;5;6;6;11;12;13;12;8;14;12;8;9;8;12;8;8;8;8;6;13;14;13;14;13;12;11;7;7;8;11;11;8;6;11;8;11;8;14;14;11;9;11;14;13;3;13;3;14;14;9;9;1
"Vilunda/Korpkulla";"Man";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Smedby 3";"Woman";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";4;7;7;7;7;7;7;7;7;7;4;7;7;7;7;12;7;7;7;7;13;7;7;7;7;7;7;7;7;7;1;7;7;7;7;1;7;7;7;7;0;7;7;7;7;14;7;7;7;7;4;3;6;0;0;0;0;0;0;0;10;3;2
"Vilunda/Korpkulla";"Man";"35-44";"Employee";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Runby";"Man";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";9;8;8;10;7;7;7;7;7;7;7;7;7;7;7;8;8;8;9;10;9;9;9;8;7;9;8;9;13;12;8;9;12;14;13;14;13;11;9;10;13;9;14;6;5;12;8;9;14;11;5;4;4;7;6;13;10;13;9;11;6;4;4
"Vilunda/Korpkulla";"Woman";"35-44";"Employee";"College/University";"5-9 years";12;12;12;10;10;8;8;10;6;9;9;6;10;10;11;9;11;9;9;10;11;8;11;9;11;10;9;11;14;12;10;11;14;14;14;14;14;13;13;9;14;11;14;9;7;14;14;14;14;14;3;4;2;7;12;14;14;14;14;14;6;4;6
"Brunnby-Vik";"Man";"65+";"Senior citizen";"College/University";"5-9 years";11;3;4;8;10;11;9;7;8;3;8;11;8;2;8;11;9;8;9;4;11;3;8;8;10;11;3;6;10;9;9;8;11;7;7;6;10;11;6;11;10;9;4;7;7;9;8;11;8;8;3;6;3;11;4;6;10;8;11;4;10;9;1
"Odenslunda";"Man";"35-44";"Employee";"Elementary school or equivalent compulsory school";"5-9 years";4;6;11;10;7;11;12;10;1;14;7;4;10;12;14;14;8;6;9;10;8;11;10;6;5;12;13;14;14;14;14;12;13;11;14;14;14;14;13;12;14;14;13;1;14;0;8;5;0;7;9;13;8;7;6;11;12;14;14;4;0;0;5
"Prästgårdsmarken";"Man";"45-54";"Self-employed";"College/University";"5-9 years";11;6;5;9;8;10;9;3;2;1;13;12;3;4;12;4;11;8;9;7;10;9;11;6;12;12;5;11;14;13;8;14;6;12;13;13;12;14;11;7;8;6;5;14;4;12;3;8;5;14;1;2;3;4;9;14;5;13;6;7;10;6;2
"Brunnby-Vik";"Woman";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Eds Glesbygd";"Woman";"35-44";"Employee";"College/University";"5-9 years";9;7;6;9;6;9;9;9;7;6;6;9;8;8;9;10;8;5;9;7;9;6;8;6;9;10;8;10;10;7;7;8;8;8;9;8;10;9;6;7;9;8;8;6;7;6;9;6;7;9;7;5;9;9;8;11;11;11;8;5;8;6;7
"Skälby";"Man";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";10;8;10;8;10;10;9;5;8;8;8;10;8;9;9;6;8;8;9;7;10;8;9;8;9;10;9;10;10;10;10;9;10;10;10;10;10;10;10;8;10;9;8;8;7;10;8;8;9;10;3;2;2;3;2;3;3;3;3;2;7;7;7
"Odenslunda";"Woman";"45-54";"Employee";"Elementary school or equivalent compulsory school";"5-9 years";14;7;14;9;9;14;14;7;7;7;7;7;7;7;7;7;14;14;7;14;14;14;14;10;10;11;14;14;14;14;14;14;14;10;14;14;14;14;14;14;14;14;14;7;7;14;14;14;14;14;6;7;8;14;11;14;14;14;14;14;6;5;5
"Sjukyrkoberget";"Woman";"35-44";"Employee";"College/University";"5-9 years";14;8;6;11;9;11;10;8;7;3;3;9;7;13;7;8;7;7;10;7;14;8;14;9;11;14;14;9;14;11;7;8;9;10;14;14;14;11;11;7;8;8;0;5;12;8;8;10;13;9;9;2;4;10;12;14;11;14;8;7;8;8;6
"Sigma/Apoteksskogen";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";8;8;7;7;7;11;7;7;7;7;10;4;6;13;6;4;12;14;14;7;9;7;7;7;7;8;1;14;14;14;10;12;11;10;14;11;11;12;4;7;10;12;3;0;0;11;11;11;12;12;1;1;2;3;4;3;7;7;6;1;10;10;4
"Vilunda/Korpkulla";"Woman";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"0-4 years";11;9;8;8;7;8;10;6;6;3;6;6;8;10;11;9;8;9;7;7;8;8;7;11;9;8;8;8;11;11;11;9;11;8;9;10;11;8;6;6;11;8;8;5;7;8;11;11;10;10;5;4;5;8;8;8;12;9;9;12;10;6;1
"Vilunda/Korpkulla";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"0-4 years";12;8;9;9;12;8;8;11;9;0;10;7;7;7;7;11;14;10;11;14;11;14;8;8;9;14;10;14;14;14;11;11;13;14;10;10;14;14;14;11;14;14;14;6;10;12;14;14;11;14;7;7;7;14;7;8;12;14;10;14;10;0;0
"Dragonvägen";"Woman";"55-64";"Employee";"College/University";"5-9 years";8;13;12;12;7;13;12;9;7;7;11;12;12;13;13;13;13;13;13;12;10;7;7;7;7;14;11;13;14;12;8;13;8;14;14;14;14;13;8;7;14;8;14;8;7;8;9;8;14;14;11;13;12;9;10;12;8;13;11;11;5;2;1
"Sigma/Apoteksskogen";"Woman";"55-64";"Employee";"Other post-secondary education";"5-9 years";7;7;7;9;9;10;9;6;6;5;6;6;8;8;9;8;9;8;8;8;9;8;8;8;8;9;7;9;9;9;8;9;8;9;11;10;7;9;7;7;8;9;8;7;7;8;8;8;10;8;2;3;1;1;1;2;6;4;2;1;7;4;4
"Norra Bollstanäs";"Man";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";10;10;10;10;10;9;9;8;4;7;9;9;9;9;9;10;10;10;10;10;11;9;11;11;7;11;11;11;11;11;10;10;10;10;11;11;11;11;11;11;11;11;11;8;8;10;10;10;10;10;4;4;4;9;12;12;12;12;12;4;10;9;10
"Södra Prästgårdsmarken";"Woman";"35-44";"Employee";"College/University";"5-9 years";14;7;0;12;14;14;14;0;14;0;0;7;14;14;14;14;7;14;14;14;10;7;7;7;7;14;0;14;14;12;7;7;7;7;14;14;14;14;7;7;14;14;14;7;7;14;14;14;14;14;8;8;8;14;1;14;8;14;8;14;10;10;0
"Brunnby-Vik";"Woman";"25-34";"Employee";"College/University";"0-4 years";14;9;11;10;11;10;8;10;7;7;7;7;7;7;7;9;9;10;9;14;8;14;14;8;14;14;14;12;14;14;9;14;9;9;14;14;14;14;11;4;14;8;7;7;7;7;7;11;7;10;12;3;3;3;14;14;1;14;12;7;5;7;9
"Sjukyrkoberget";"Woman";"35-44";"Employee";"College/University";"5-9 years";14;7;7;8;10;13;9;7;7;0;12;7;7;9;11;7;12;8;9;8;10;7;8;6;11;12;9;11;14;14;9;8;14;10;12;12;14;13;7;8;10;12;8;9;5;9;8;7;11;10;3;1;0;9;4;12;14;13;10;5;10;6;3
"Odenslunda";"Prefer not to disclose";"45-54";"Employee";"College/University";"5-9 years";0;11;14;9;9;3;14;14;0;14;0;2;12;13;14;12;13;0;11;1;1;13;14;0;0;13;9;13;14;14;14;9;13;8;0;0;11;9;8;10;10;13;0;14;14;14;0;14;14;7;5;13;9;12;8;10;11;7;14;6;0;0;5
"Prästgårdsmarken";"Woman";"25-34";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";14;11;0;11;14;4;11;5;9;0;4;3;0;12;14;12;14;6;8;14;11;8;14;9;8;14;9;14;11;12;10;9;12;8;7;9;10;9;11;6;8;7;10;7;12;14;13;14;13;14;14;4;6;13;10;10;14;10;8;14;10;10;0
"Norra Bollstanäs";"Man";"35-44";"Employee";"College/University";"0-4 years";8;8;8;6;6;7;7;7;7;7;7;14;8;8;11;6;6;6;6;14;0;0;0;0;0;14;14;7;14;14;8;9;9;9;12;12;8;8;8;1;7;7;7;7;7;0;0;0;0;0;1;2;1;1;1;14;7;14;1;0;5;1;10
"Ekeby/Sköldnora";"Man";"25-34";"Employee";"College/University";"5-9 years";3;11;0;8;5;4;6;0;2;8;2;5;9;0;7;0;9;1;6;2;1;4;11;5;8;11;3;5;1;0;4;2;0;9;7;3;0;1;4;9;0;5;4;1;2;7;0;1;3;5;3;1;3;0;6;5;2;5;6;10;10;4;9
"Fresta glesbygd";"Woman";"25-34";"Leave of absence";"Other post-secondary education";"10 or more years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Brunnby-Vik";"Woman";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";9;7;7;7;7;8;9;9;8;7;9;6;10;9;14;10;10;9;10;9;10;9;9;11;11;8;12;13;14;12;12;11;12;13;11;14;14;12;13;12;7;7;7;7;7;14;12;14;14;14;9;8;7;8;8;11;11;9;12;6;7;5;4
"Prästgårdsmarken";"Man";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";12;13;2;12;11;12;12;7;7;7;3;7;6;12;7;10;13;7;7;7;12;6;12;12;7;12;12;12;12;7;13;11;14;7;7;7;7;7;7;7;13;14;14;7;7;13;7;7;7;7;13;3;1;12;2;5;13;13;14;0;8;9;5
"Norra Nordanvägen";"Man";"35-44";"Employee";"College/University";"10 or more years";10;4;6;9;7;6;7;7;7;7;10;9;6;9;7;8;11;6;11;7;10;8;10;5;3;11;11;11;11;11;4;8;8;6;7;8;11;11;11;7;6;9;8;5;7;6;9;8;9;7;1;1;3;10;2;14;8;14;4;0;8;5;4
"Brunnby-Vik";"Man";"65+";"Self-employed";"College/University";"5-9 years";5;9;9;10;6;10;10;5;8;11;10;9;9;9;11;11;8;10;8;7;9;6;8;9;8;9;10;10;11;11;5;9;9;8;9;9;9;9;9;7;10;8;8;9;9;10;8;8;8;8;1;4;1;4;1;4;3;4;3;2;3;4;2
"Vilunda/Korpkulla";"Woman";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";14;8;8;14;9;10;10;8;6;3;2;5;11;9;10;9;9;11;7;7;12;8;8;9;10;11;7;10;14;14;10;7;13;11;9;8;14;10;9;14;14;9;9;7;7;11;9;13;11;13;4;6;4;6;4;7;7;7;8;10;10;5;9
"Frestaby";"Man";"35-44";"Employee";"College/University";"10 or more years";0;9;14;9;6;4;10;11;0;14;9;2;14;10;7;12;1;2;9;14;14;9;13;8;7;14;14;14;14;14;4;12;5;14;6;6;9;10;8;1;12;14;5;0;10;7;7;7;7;7;2;4;6;12;10;14;7;14;14;0;0;0;8
"Vilunda/Korpkulla";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";10;4;3;5;11;12;9;2;0;4;0;9;14;10;11;10;13;4;9;12;13;12;4;8;11;11;10;9;14;12;8;9;12;9;6;8;9;12;6;10;14;3;13;2;0;9;10;11;8;7;3;4;2;13;7;9;8;5;14;6;6;2;3
"Skälby";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";10;8;9;9;7;10;11;8;8;11;7;7;7;7;7;8;8;7;7;7;8;8;7;7;7;9;8;8;8;9;10;10;10;10;10;8;8;8;8;10;10;10;10;7;8;9;8;8;8;8;1;2;2;1;1;5;2;1;2;0;9;5;5
"Vilunda/Korpkulla";"Woman";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";0;0;0;14;14;7;7;7;14;14;7;14;7;7;14;14;14;14;14;14;11;2;14;2;2;7;7;7;7;7;13;7;14;7;7;7;7;7;7;7;14;14;14;7;0;13;14;7;7;14;9;0;0;12;0;0;14;10;14;0;0;5;6
