"Serial";"SID";"Time";"Draft";"IP.Address";"UID";"Username";"X1a..Bevara.existerande.större.grönområden";"X1b..Anlägga.parker.i.existerande.stadsdelar";"X1c..Bygga.bostäder.nära.grönområden";"X1d..Rusta.upp.befintliga.parker";"X1e..Skapa.bättre.tillgänglighet.till.större.grönområden";"X2a..Erbjuda.fler.bostadstyper";"X2b..Erbjuda.fler.lägenhetsstorlekar";"X2c..Erbjuda.småskaligt.markägande";"X2d..Bevara.de.idémässiga.grunderna.för.bebyggelsen.från.1970.talet";"X2e..Erbjuda.fler.bostäder.nära.vatten";"X3a..Blanda.trafikslagen";"X3b..Förlägga.parkering.längs.med.gator";"X3c..Vända.entréer.mot.gator";"X3d..Förlägga.publika.lokaler.i.transparenta.bottenvåningar";"X3e..Trygga.parkeringslösningar.under.bostäder";"X4a..Koppla.ihop.nya.gator.med.befintliga.för.att.stärka.kopplingen.till.intilliggande.stadsdelar.och.minska.barriärerna.som.de.stora.vägarna.utgör.";"X4b..Förbättra.kommunikationerna.nattetid.mellan.olika.delar.av.kommunen";"X4c..Förbättra.kommunikationerna.till.och.från.Uppsala";"X4d..Förbättra.de.nord.sydliga.och.öst.västliga.stråken.via.ett.finmaskigare.och.väl.integrerat.stadsnät.";"X4e..Förbättra.kommunikationerna.till.och.från.Stockholms.innerstad";"X5a..Utöka.utbudet.av.kultur..sport..och.fritidsaktiviteter";"X5b..Skapa.bättre.möjligheter.för.festivaler.och.konserter";"X5c..Skapa.fler.förutsättningar.för.utomhussporter";"X5d..Skapa.marknadsplatser.utomhus";"X5e..Erbjuda.kommunala.bidrag.för.kultur..och.fritidsprojekt";"X6a..Rusta.upp.äldre.skolor";"X6b..Bygg.nya.skolor";"X6c..Förbättra.skolgårdarnas.fysiska.miljöer";"X6d..Höj.kvaliteten.i.grundskolan";"X6e..Höj.kvaliteten.på.gymnasieutbildningarna";"X7a..Fler.kultur..och.fritidsaktiviteter.för.äldre";"X7b..Fler.kultur..och.fritidsaktiviteter.för.barn.och.ungdomar";"X7c..Förbättra.äldreomsorgen.i.kommunen";"X7d..Fler.ungdomsgårdar.och.fältassistenter";"X7e..Minska.barngrupperna.i.förskolan";"X8a..Mindre.barngrupper.i.förskolan";"X8b..Höj.kvaliteten.i.undervisningen";"X8c..Mer.kompetensutveckling.för.skolor.och.lärare";"X8d..Mer.modern.informationsteknologi..IT..i.undervisningen";"X8e..Involvera.vårdnadshavare.mer.i.skolan";"X9a..Öka.tryggheten.kring.stationsområdet";"X9b..Fler.poliser.i.centrala.Väsby";"X9c..Förbättra.belysningen.i.centrala.Väsby";"X9d..Begränsa.öppettider.för.alkoholutskänkning.i.centrala.Väsby";"X9e..Förläng.öppettider.för.affärsverksamhet.i.centrala.Väsby";"X10a..Minska.förbrukningen.av.energi";"X10b..Minska.transporter.och.buller";"X10c..Öka.klimatanpassning.och.kretsloppstänkande";"X10d..Prioritera.miljövänliga.transportsätt..gång..cykel..kollektivtrafik.";"X10e..Minska.miljögifter.och.farliga.kemikalier.i.naturen";"X1..Parker.och.grönområden";"X2..Mångfald.i.bostadsutbudet";"X3..Levandegöra.gemensamma.platser";"X4..Kommunikationer";"X5..Kultur.och.fritid";"X6..Utbildning";"X7..Omsorg";"X8..Skolan";"X9..Trygghet";"X10..Ekologisk.hållbarhet";"X12a..Bygga.bostäder.nära.vatten";"X12b..Bevara.natur.och.strandlinjer.intakta";"X13a..Förtäta.centrum.och.öka.servicen";"X13b..Bevara.grönområden.intakta";"X14a..Utveckla.centrala.Upplands.Väsby";"X14b..Satsa.på.mindre.tätorter.i.kommunen";"Var.bor.du.";"Vilken.är.din.högsta.utbildningsnivå.";"Vilken.är.din.huvudsakliga.sysselsättning.";"Hur.länge.har.du.bott.i.Upplands.Väsby.";"Hur.gammal.är.du.";"Vilket.kön.har.du."
829;917;"01/24/2015 - 10:13";0;0;0;NA;6;6;6;6;6;6;6;9;7;7;7;7;7;7;7;5;5;5;9;14;10;7;7;7;7;7;7;7;14;14;7;7;7;7;"7";"7";14;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;14;6;14;0;0;"3";NA;"3";NA;"2";NA;"Sanda Ängar";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
830;918;"01/24/2015 - 11:08";0;0;0;NA;8;4;8;10;10;11;11;8;3;8;7;7;7;7;11;7;5;9;8;10;7;7;7;7;11;7;7;7;7;7;9;7;9;7;"7";"7";7;7;"7";7;11;7;"11";7;11;9;4;9;4;11;4;10;5;10;5;10;10;10;10;6;"8";NA;"2";NA;"2";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
831;919;"01/24/2015 - 12:18";0;0;0;NA;5;8;14;8;9;5;9;10;4;10;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;5;5;5;11;11;9;9;9;9;"9";"12";13;7;"7";7;10;10;"12";12;5;7;7;7;7;12;1;1;1;5;1;11;11;11;11;5;"1";NA;"6";NA;"1";NA;"Södra Bollstanäs";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
832;920;"01/24/2015 - 13:08";0;0;0;NA;11;4;11;5;7;13;13;10;7;7;11;9;9;10;9;10;8;9;9;12;7;7;7;7;7;10;10;10;10;9;8;9;9;7;"7";"7";7;7;"7";7;14;13;"7";7;7;7;7;7;7;7;8;8;2;8;1;2;6;0;0;0;"7";NA;"8";NA;"5";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
833;921;"01/24/2015 - 14:16";0;0;0;NA;14;11;8;13;12;14;12;10;8;7;9;8;10;14;13;11;14;8;10;13;12;8;14;9;11;8;8;12;14;13;13;13;13;12;"14";"14";12;13;"11";10;10;11;"12";13;14;12;10;11;13;14;12;11;8;10;6;13;14;14;13;12;"5";NA;"5";NA;"5";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Man"
834;922;"01/24/2015 - 14:43";0;0;0;NA;6;9;8;13;11;6;6;8;6;10;5;6;8;9;9;5;6;4;9;10;9;8;6;8;8;8;6;8;9;9;8;7;9;7;"8";"10";9;8;"6";9;9;8;"6";6;7;6;9;6;8;8;5;3;6;12;7;9;7;10;7;4;"6";NA;"4";NA;"4";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Har sjuk- eller aktivitetsersättning";"10 år eller mer";"45-54";"Kvinna"
835;923;"01/24/2015 - 14:45";0;0;0;NA;14;11;8;8;11;14;8;8;14;6;7;7;7;7;7;10;6;8;8;14;8;8;6;14;8;8;6;8;14;14;8;14;14;14;"14";"14";14;14;"6";9;11;6;"9";6;8;14;8;14;14;14;14;7;7;14;7;14;14;14;14;14;"10";NA;"9";NA;"5";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
836;924;"01/24/2015 - 16:34";0;0;0;NA;8;7;9;8;7;7;6;6;6;7;6;6;6;7;7;10;6;6;8;6;8;6;7;7;7;9;6;8;8;8;6;8;6;7;"7";"6";8;9;"8";7;8;8;"8";6;8;8;6;9;6;8;8;1;4;6;4;9;3;10;7;9;"7";NA;"4";NA;"6";NA;"Frestaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
837;925;"01/24/2015 - 17:08";0;0;0;NA;10;12;13;8;7;9;7;5;6;14;6;12;9;12;11;6;13;4;13;14;13;11;12;10;4;4;14;14;14;13;5;13;5;12;"11";"11";14;13;"14";10;9;12;"12";3;9;6;10;10;8;11;2;1;3;13;8;11;9;14;10;5;"3";NA;"4";NA;"8";NA;"Södra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
838;926;"01/24/2015 - 18:44";0;0;0;NA;11;11;3;11;11;11;11;8;8;3;7;11;7;11;11;7;11;7;11;11;11;11;11;7;7;11;7;11;11;11;11;11;11;11;"11";"11";11;10;"7";11;11;11;"11";7;7;7;7;7;7;7;9;9;9;9;9;9;9;9;9;9;"10";NA;"10";NA;"5";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
839;927;"01/24/2015 - 19:37";0;0;0;NA;7;6;6;8;5;11;9;7;7;7;7;10;10;10;10;8;7;11;7;10;8;10;6;11;7;12;10;8;11;10;7;7;7;7;"7";"12";12;12;"7";6;10;10;"7";7;7;7;7;7;7;7;5;5;8;6;5;4;5;9;9;5;"4";NA;"5";NA;"2";NA;"Södra Bollstanäs";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
840;928;"01/25/2015 - 10:38";0;0;0;NA;11;10;4;11;11;14;9;10;7;7;6;11;8;6;12;11;11;8;11;11;11;11;11;11;7;10;7;7;7;7;11;11;7;7;"7";"11";10;9;"7";7;11;11;"11";11;11;9;9;11;12;11;14;11;12;10;9;13;12;10;9;11;"10";NA;"10";NA;"0";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
841;929;"01/25/2015 - 10:41";0;0;0;NA;9;9;9;9;9;9;9;7;7;7;7;7;7;7;7;7;7;7;7;7;12;8;14;7;7;11;14;13;14;14;8;11;14;14;"14";"14";14;14;"14";14;11;14;"11";11;11;11;11;11;11;11;7;7;7;9;11;14;14;14;14;14;"9";NA;"5";NA;"5";NA;"Odenslunda";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
842;930;"01/25/2015 - 10:52";0;0;0;NA;7;7;7;7;7;8;6;7;7;7;4;8;7;7;7;9;7;7;7;7;10;7;7;7;7;6;8;9;7;7;6;7;7;7;"7";"6";7;7;"7";7;6;9;"10";7;7;7;7;7;7;7;3;3;3;3;3;4;1;2;3;0;"4";NA;"4";NA;"3";NA;"Hasselbacken";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
843;931;"01/25/2015 - 11:16";0;0;0;NA;11;4;4;9;9;6;5;5;5;1;8;8;6;10;12;10;10;5;9;9;11;6;8;9;8;11;9;10;11;11;13;11;9;6;"9";"9";11;11;"9";14;8;11;"8";8;8;8;8;11;11;11;7;2;8;6;3;4;1;5;9;10;"10";NA;"5";NA;"6";NA;"Kavallerigatan/Vilundaparken";"Högskola/universitet";"Långtidssjukskriven (mer än 3 månader)";"10 år eller mer";"35-44";"Man"
844;932;"01/25/2015 - 11:21";0;0;0;NA;14;11;0;14;14;14;14;14;4;0;14;9;9;10;11;10;8;9;9;8;14;14;14;14;9;12;14;14;14;14;10;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;7;14;14;14;14;14;3;14;4;10;13;14;14;14;14;14;"10";NA;"10";NA;"5";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
845;933;"01/25/2015 - 12:41";0;0;0;NA;4;9;14;9;10;5;6;8;6;14;5;10;6;8;14;6;6;8;8;14;6;8;8;5;5;6;13;10;11;7;8;7;11;10;"10";"8";14;11;"12";8;14;14;"9";12;13;4;11;5;9;9;3;1;2;13;5;12;8;10;14;6;"0";NA;"4";NA;"7";NA;"Folkparksområdet";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"15-24";"Man"
846;934;"01/25/2015 - 13:18";0;0;0;NA;9;7;14;12;7;14;9;7;9;11;14;0;11;11;14;14;9;10;5;14;14;0;11;12;13;10;10;12;14;14;10;10;11;8;"14";"14";14;14;"11";11;11;11;"7";11;14;14;10;14;14;10;11;13;13;14;11;14;14;14;14;12;"8";NA;"3";NA;"7";NA;"Infra City";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"15-24";"Kvinna"
847;935;"01/25/2015 - 13:25";0;0;0;NA;10;8;8;9;10;8;8;8;7;6;5;7;7;7;9;7;9;7;9;7;8;8;8;7;7;8;10;10;10;10;8;8;8;8;"8";"8";8;8;"8";7;8;7;"7";7;7;8;8;8;7;7;12;13;11;13;10;14;13;14;10;10;"8";NA;"6";NA;"3";NA;"Stallgatan";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
848;936;"01/25/2015 - 13:48";0;0;0;NA;14;7;7;11;14;14;11;10;14;4;8;6;10;14;14;12;14;14;14;9;12;12;7;14;14;14;9;12;14;14;9;14;11;14;"14";"14";14;14;"13";13;14;14;"14";7;7;11;8;14;14;14;6;14;6;12;10;14;10;14;14;14;"9";NA;"5";NA;"5";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
849;937;"01/25/2015 - 15:04";0;0;0;NA;12;10;7;7;10;9;9;8;8;7;6;6;6;9;9;8;8;7;7;7;9;9;9;9;9;11;6;11;11;7;10;9;9;10;"9";"11";9;10;"9";8;11;9;"9";7;7;11;10;10;10;11;10;8;7;7;8;9;9;8;8;8;"8";NA;"5";NA;"5";NA;"Odenslunda";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
850;938;"01/25/2015 - 15:04";0;0;0;NA;9;4;8;13;9;8;7;12;5;4;1;8;4;6;5;8;3;6;2;9;12;6;11;5;7;11;8;9;12;13;8;8;8;7;"10";"10";11;12;"8";9;10;11;"12";6;7;6;6;9;8;12;8;7;2;5;3;14;4;13;1;0;"6";NA;"6";NA;"6";NA;"Södra Bollstanäs";"Högskola/universitet";"Tjänstledig eller föräldraledig";"0-4 år";"25-34";"Kvinna"
851;939;"01/25/2015 - 15:28";0;0;0;NA;11;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;11;7;7;7;7;7;7;14;14;"14";"14";7;7;"7";7;7;14;"7";7;7;13;11;9;8;14;13;12;8;13;12;14;12;14;14;11;"9";NA;"8";NA;"5";NA;"Södra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
852;940;"01/25/2015 - 16:07";0;0;0;NA;14;5;2;12;7;13;13;9;9;1;6;10;4;5;14;8;14;10;12;13;14;7;13;7;7;14;9;14;14;14;8;14;14;14;"14";"14";14;10;"10";12;14;14;"14";7;7;14;14;14;14;14;6;2;9;8;10;4;3;4;1;4;"10";NA;"10";NA;"7";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
853;941;"01/25/2015 - 16:24";0;0;0;NA;11;9;8;10;7;9;10;9;7;4;7;7;7;7;7;8;9;7;7;7;7;5;8;9;10;9;6;9;14;13;9;8;11;12;"11";"11";12;11;"8";11;11;10;"8";10;6;7;8;7;10;11;6;5;4;7;5;12;12;12;12;8;"8";NA;"7";NA;"7";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"55-64";"Man"
854;942;"01/25/2015 - 16:54";0;0;0;NA;10;10;7;7;7;8;6;6;6;5;4;3;9;5;7;10;10;9;5;7;11;7;10;9;9;8;9;7;10;7;2;5;3;6;"5";"4";4;1;"3";2;4;5;"6";6;6;5;6;4;6;5;5;6;5;4;5;4;6;8;5;6;"7";NA;"6";NA;"4";NA;"Runby";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Kvinna"
855;943;"01/25/2015 - 16:54";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Runby";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Kvinna"
856;944;"01/25/2015 - 17:25";0;0;0;NA;14;10;10;10;11;10;10;8;6;12;11;9;7;7;7;7;9;12;9;14;9;8;8;8;9;10;10;10;12;12;7;7;7;7;"7";"7";7;7;"7";7;14;14;"11";7;7;10;11;11;11;12;9;6;6;14;9;11;11;11;11;11;"5";NA;"5";NA;"4";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
857;945;"01/25/2015 - 18:15";0;0;0;NA;11;11;11;11;11;11;11;7;7;7;8;8;8;8;11;9;11;11;11;7;11;11;8;11;10;11;11;11;11;11;11;11;11;11;"11";"11";11;11;"9";11;11;11;"11";7;7;8;11;8;11;8;6;11;6;10;6;7;9;9;12;7;"10";NA;"8";NA;"5";NA;"Sigma/Apoteksskogen";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
858;946;"01/25/2015 - 18:18";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Grimstaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
859;947;"01/25/2015 - 19:43";0;0;0;NA;11;11;3;7;7;10;9;3;5;7;4;6;6;8;10;8;9;8;10;7;9;8;6;8;10;8;8;9;11;11;9;8;11;6;"9";"8";11;11;"6";8;9;9;"10";8;6;9;6;9;11;10;4;2;1;3;2;7;7;7;2;3;"10";NA;"3";NA;"4";NA;"Messingen/Optimus";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
860;948;"01/25/2015 - 20:25";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Frestaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
861;949;"01/25/2015 - 21:09";0;0;0;NA;14;9;5;14;8;11;11;11;7;0;9;13;6;7;7;14;6;14;9;10;12;4;8;9;14;14;9;12;14;7;10;11;9;14;"14";"14";8;8;"8";7;14;8;"14";14;0;13;13;8;14;14;3;1;6;10;14;9;12;14;12;14;"10";NA;"10";NA;"5";NA;"Folkparksområdet";"Högskola/universitet";"Egen företagare";"5-9 år";"35-44";"Kvinna"
862;950;"01/25/2015 - 21:59";0;0;0;NA;7;13;14;11;10;10;13;12;4;14;7;7;7;13;7;14;9;7;8;8;10;8;8;11;9;12;12;12;14;14;11;12;10;14;"14";"14";14;12;"12";8;13;11;"10";5;12;11;11;11;9;14;7;4;8;10;7;13;11;14;12;7;"1";NA;"3";NA;"8";NA;"Sanda Ängar";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Man"
863;951;"01/25/2015 - 22:26";0;0;0;NA;9;5;8;11;7;8;8;8;6;8;5;8;5;8;11;6;9;6;8;9;11;5;11;11;7;9;10;11;11;11;6;10;8;10;"11";"11";11;11;"11";11;11;11;"11";11;11;8;8;9;11;7;4;1;2;5;7;12;11;12;12;10;"6";NA;"4";NA;"3";NA;"Södra Prästgårdsmarken";"Högskola/universitet";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Kvinna"
864;952;"01/26/2015 - 02:42";0;0;0;NA;11;11;8;14;14;14;14;14;3;14;14;9;8;11;14;10;14;14;14;14;14;14;14;14;14;14;13;14;14;14;13;14;14;14;"14";"14";14;14;"12";13;14;10;"13";13;14;9;9;13;14;14;13;12;12;14;12;14;12;14;14;14;"5";NA;"5";NA;"5";NA;"Runby";"Annan eftergymnasial utbildning";"Student";"5-9 år";"35-44";"Man"
865;953;"01/26/2015 - 10:19";0;0;0;NA;7;7;7;7;7;14;14;10;6;10;8;13;12;11;11;11;11;11;11;11;13;12;13;6;10;6;8;8;8;9;9;9;8;9;"7";"7";7;7;"7";7;10;7;"10";6;14;14;8;10;10;14;14;13;12;13;13;14;13;14;14;14;"5";NA;"5";NA;"5";NA;"Carlslund/Brunnby Park";"Gymnasium, folkhögskola eller motsvarande";"Student";"5-9 år";"15-24";"Man"
866;954;"01/26/2015 - 11:41";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Vilunda/Korpkulla";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
867;955;"01/26/2015 - 12:04";0;0;0;NA;14;8;9;9;10;6;10;8;8;0;3;2;12;13;14;2;3;5;4;14;8;1;10;6;14;14;5;14;11;11;9;10;14;8;"14";"14";13;10;"14";8;8;13;"8";5;6;10;11;8;9;11;6;3;2;10;5;9;11;12;14;13;"10";NA;"1";NA;"0";NA;"Sjukyrkoberget";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
868;956;"01/26/2015 - 12:17";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;4;0;0;0;0;0;0;0;0;0;"6";NA;"6";NA;"6";NA;"Folkparksområdet";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
869;957;"01/26/2015 - 12:39";0;0;0;NA;9;4;6;9;7;5;10;3;4;8;9;4;9;4;9;9;8;9;5;9;8;5;5;10;7;4;10;9;9;11;8;8;9;6;"7";"6";9;8;"12";7;6;9;"6";4;6;8;10;8;11;9;5;4;5;12;6;8;6;6;10;5;"3";NA;"3";NA;"7";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"15-24";"Man"
870;958;"01/26/2015 - 13:52";0;0;0;NA;11;11;4;11;4;8;11;4;8;3;8;8;8;8;3;7;7;7;7;7;13;13;13;13;13;11;8;11;11;11;12;12;12;12;"12";"14";14;8;"8";8;8;11;"12";10;6;14;14;14;14;14;14;3;10;9;14;14;14;14;14;14;"10";NA;"2";NA;"2";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Student";"5-9 år";"35-44";"Kvinna"
871;959;"01/26/2015 - 15:00";0;0;0;NA;12;14;4;12;5;9;14;4;6;0;6;10;14;14;8;9;8;5;10;14;7;14;6;11;14;11;9;14;14;14;14;14;10;9;"14";"14";12;14;"5";8;14;8;"9";7;7;14;10;14;14;14;6;5;9;14;13;3;9;4;10;14;"10";NA;"2";NA;"3";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
872;960;"01/26/2015 - 15:36";0;0;0;NA;9;4;3;11;11;10;10;6;5;5;7;7;7;7;7;7;10;3;3;14;7;7;7;7;7;11;6;14;14;5;3;14;7;14;"14";"11";14;14;"11";5;9;9;"9";11;3;11;11;12;14;11;1;2;3;14;6;14;14;14;14;12;"10";NA;"7";NA;"6";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
873;961;"01/26/2015 - 16:19";0;0;0;NA;11;9;10;11;14;9;11;8;8;8;6;8;10;11;9;13;13;8;9;8;8;9;8;8;8;6;8;9;13;14;10;11;9;8;"10";"10";13;9;"8";7;9;8;"9";6;7;7;7;7;7;7;4;1;1;7;7;9;9;10;4;9;"9";NA;"5";NA;"5";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
874;962;"01/26/2015 - 19:17";0;0;0;NA;10;9;9;9;9;11;9;8;8;7;8;8;6;9;9;10;10;10;10;10;10;8;11;6;7;8;9;9;10;10;9;10;10;6;"10";"10";11;11;"8";10;9;11;"9";10;8;11;11;11;6;11;5;4;3;2;2;6;7;7;7;7;"9";NA;"9";NA;"1";NA;"Skälby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
875;963;"01/26/2015 - 19:28";0;0;0;NA;14;8;1;8;5;6;8;8;6;2;9;4;5;9;14;4;6;6;13;6;9;8;14;9;6;8;11;14;14;14;11;11;13;9;"14";"14";14;14;"0";11;6;8;"9";6;8;14;9;14;14;14;14;1;3;3;4;14;12;13;2;14;"10";NA;"10";NA;"3";NA;"Prästgårdsmarken";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
876;964;"01/26/2015 - 20:12";0;0;0;NA;14;8;8;8;14;14;14;8;8;0;14;14;8;9;14;14;14;8;14;14;6;9;6;9;6;14;7;7;14;14;5;5;14;14;"14";"14";14;7;"7";7;11;7;"7";7;0;7;7;8;4;14;5;4;0;14;0;14;14;14;2;0;"10";NA;"7";NA;"2";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
877;965;"01/26/2015 - 20:17";0;0;0;NA;9;10;5;10;6;9;9;8;9;6;6;10;9;9;8;8;9;5;6;8;10;5;10;6;6;9;9;9;9;8;6;9;7;8;"8";"9";9;9;"9";8;8;9;"9";5;7;6;8;5;4;8;3;0;2;0;0;3;0;3;1;0;"8";NA;"5";NA;"2";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
878;966;"01/26/2015 - 20:49";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Man"
879;967;"01/26/2015 - 20:57";0;0;0;NA;11;11;3;11;10;8;8;6;8;6;6;6;7;7;7;6;9;8;7;7;9;7;9;7;7;10;6;10;10;10;6;8;8;7;"7";"8";9;9;"7";7;9;8;"7";7;7;8;8;8;7;7;6;3;1;6;5;9;4;10;6;5;"10";NA;"10";NA;"5";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
880;968;"01/26/2015 - 21:39";0;0;0;NA;7;8;10;9;7;9;8;10;4;11;5;9;8;8;9;7;8;9;6;10;8;6;7;4;5;10;6;8;10;8;8;8;8;6;"8";"8";9;8;"7";9;10;9;"9";6;4;8;9;6;5;8;11;8;9;12;10;11;10;11;12;4;"1";NA;"4";NA;"1";NA;"Södra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
